Month,SKU_ID,SKU_Description,Product_Group,UoM,Actual_Demand_units,Supplier_LeadTime_days,Transit_days,OnHand_Inventory_units,Planned_Receipts_units,MOQ_units,Unit_Cost_USD,Shelf_Life_days,Planned_Receipt_Date,Actual_Receipt_Date,Customer_Priority
01/11/2024 00:00,SKU0018,Packaging Grade A,Packaging,kg,146,37,8,194,130,5326,"12,22",1095,08/11/2024 00:00,15/11/2024 00:00,Low
01/12/2024 00:00,SKU0018,Packaging Grade A,Packaging,kg,134,37,6,147,77,5326,"12,22",1095,08/12/2024 00:00,13/12/2024 00:00,Low
01/01/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,110,37,7,78,112,5326,"12,22",1095,08/01/2025 00:00,14/01/2025 00:00,Low
01/02/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,165,37,1,163,115,5326,"12,22",1095,08/02/2025 00:00,14/02/2025 00:00,Low
01/03/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,156,37,1,0,163,5326,"12,22",1095,08/03/2025 00:00,16/03/2025 00:00,Low
01/04/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,109,37,11,62,68,5326,"12,22",1095,08/04/2025 00:00,17/04/2025 00:00,Low
01/05/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,154,37,1,7,167,5326,"12,22",1095,08/05/2025 00:00,07/05/2025 00:00,Low
01/06/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,90,37,9,82,44,5326,"12,22",1095,08/06/2025 00:00,11/06/2025 00:00,Low
01/07/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,134,37,1,137,148,5326,"12,22",1095,08/07/2025 00:00,05/07/2025 00:00,Low
01/08/2025 00:00,SKU0018,Packaging Grade A,Packaging,kg,94,37,3,74,69,5326,"12,22",1095,08/08/2025 00:00,08/08/2025 00:00,Low
01/11/2024 00:00,SKU0019,Packaging Grade C,Packaging,kg,520,21,4,612,205,5942,"13,88",365,08/11/2024 00:00,17/11/2024 00:00,Medium
01/12/2024 00:00,SKU0019,Packaging Grade C,Packaging,kg,511,21,5,177,492,5942,"13,88",365,08/12/2024 00:00,08/12/2024 00:00,Medium
01/01/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,491,21,8,491,369,5942,"13,88",365,08/01/2025 00:00,18/01/2025 00:00,Medium
01/02/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,783,21,4,295,485,5942,"13,88",365,08/02/2025 00:00,09/02/2025 00:00,Medium
01/03/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,345,21,3,0,286,5942,"13,88",365,08/03/2025 00:00,11/03/2025 00:00,Medium
01/04/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,786,21,11,0,869,5942,"13,88",365,08/04/2025 00:00,11/04/2025 00:00,Medium
01/05/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,523,21,9,327,412,5942,"13,88",365,08/05/2025 00:00,17/05/2025 00:00,Medium
01/06/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,538,21,6,46,313,5942,"13,88",365,08/06/2025 00:00,15/06/2025 00:00,Medium
01/07/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,572,21,4,1359,574,5942,"13,88",365,08/07/2025 00:00,17/07/2025 00:00,Medium
01/08/2025 00:00,SKU0019,Packaging Grade C,Packaging,kg,325,21,8,262,85,5942,"13,88",365,08/08/2025 00:00,08/08/2025 00:00,Medium
01/11/2024 00:00,SKU0020,Solvents Grade B,Solvents,litre,446,52,6,75,77,3149,"25,97",1095,08/11/2024 00:00,17/11/2024 00:00,Medium
01/12/2024 00:00,SKU0020,Solvents Grade B,Solvents,litre,423,52,6,31,380,3149,"25,97",1095,08/12/2024 00:00,11/12/2024 00:00,Medium
01/01/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,347,52,4,264,177,3149,"25,97",1095,08/01/2025 00:00,15/01/2025 00:00,Medium
01/02/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,382,52,9,431,149,3149,"25,97",1095,08/02/2025 00:00,07/02/2025 00:00,Medium
01/03/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,404,52,8,611,410,3149,"25,97",1095,08/03/2025 00:00,10/03/2025 00:00,Medium
01/04/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,256,52,6,185,263,3149,"25,97",1095,08/04/2025 00:00,16/04/2025 00:00,Medium
01/05/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,267,52,8,335,135,3149,"25,97",1095,08/05/2025 00:00,06/05/2025 00:00,Medium
01/06/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,163,52,11,33,145,3149,"25,97",1095,08/06/2025 00:00,14/06/2025 00:00,Medium
01/07/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,296,52,1,602,89,3149,"25,97",1095,08/07/2025 00:00,17/07/2025 00:00,Medium
01/08/2025 00:00,SKU0020,Solvents Grade B,Solvents,litre,399,52,3,425,439,3149,"25,97",1095,08/08/2025 00:00,18/08/2025 00:00,Medium
01/11/2024 00:00,SKU0021,Additives Grade C,Additives,kg,582,47,8,523,470,3154,"29,76",1095,08/11/2024 00:00,13/11/2024 00:00,Medium
01/12/2024 00:00,SKU0021,Additives Grade C,Additives,kg,522,47,5,650,417,3154,"29,76",1095,08/12/2024 00:00,09/12/2024 00:00,Medium
01/01/2025 00:00,SKU0021,Additives Grade C,Additives,kg,575,47,10,414,286,3154,"29,76",1095,08/01/2025 00:00,10/01/2025 00:00,Medium
01/02/2025 00:00,SKU0021,Additives Grade C,Additives,kg,525,47,5,167,594,3154,"29,76",1095,08/02/2025 00:00,16/02/2025 00:00,Medium
01/03/2025 00:00,SKU0021,Additives Grade C,Additives,kg,625,47,3,701,684,3154,"29,76",1095,08/03/2025 00:00,16/03/2025 00:00,Medium
01/04/2025 00:00,SKU0021,Additives Grade C,Additives,kg,552,47,4,499,431,3154,"29,76",1095,08/04/2025 00:00,16/04/2025 00:00,Medium
01/05/2025 00:00,SKU0021,Additives Grade C,Additives,kg,325,47,6,211,371,3154,"29,76",1095,08/05/2025 00:00,16/05/2025 00:00,Medium
01/06/2025 00:00,SKU0021,Additives Grade C,Additives,kg,534,47,8,328,496,3154,"29,76",1095,08/06/2025 00:00,08/06/2025 00:00,Medium
01/07/2025 00:00,SKU0021,Additives Grade C,Additives,kg,649,47,9,750,269,3154,"29,76",1095,08/07/2025 00:00,18/07/2025 00:00,Medium
01/08/2025 00:00,SKU0021,Additives Grade C,Additives,kg,564,47,1,1147,187,3154,"29,76",1095,08/08/2025 00:00,18/08/2025 00:00,Medium
01/11/2024 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,386,57,6,781,114,9046,"15,9",365,08/11/2024 00:00,15/11/2024 00:00,Medium
01/12/2024 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,435,57,4,664,284,9046,"15,9",365,08/12/2024 00:00,14/12/2024 00:00,Medium
01/01/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,251,57,6,145,106,9046,"15,9",365,08/01/2025 00:00,11/01/2025 00:00,Medium
01/02/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,396,57,4,32,271,9046,"15,9",365,08/02/2025 00:00,16/02/2025 00:00,Medium
01/03/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,485,57,1,410,632,9046,"15,9",365,08/03/2025 00:00,13/03/2025 00:00,Medium
01/04/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,377,57,7,31,234,9046,"15,9",365,08/04/2025 00:00,11/04/2025 00:00,Medium
01/05/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,405,57,10,221,318,9046,"15,9",365,08/05/2025 00:00,18/05/2025 00:00,Medium
01/06/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,268,57,9,324,0,9046,"15,9",365,,,Medium
01/07/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,270,57,5,83,115,9046,"15,9",365,08/07/2025 00:00,05/07/2025 00:00,Medium
01/08/2025 00:00,SKU0022,Surfactants Grade C,Surfactants,kg,226,57,9,234,92,9046,"15,9",365,08/08/2025 00:00,13/08/2025 00:00,Medium
01/11/2024 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,425,24,5,992,217,8204,"33,56",1095,08/11/2024 00:00,15/11/2024 00:00,High
01/12/2024 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,657,24,7,1515,385,8204,"33,56",1095,08/12/2024 00:00,18/12/2024 00:00,High
01/01/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,755,24,4,602,485,8204,"33,56",1095,08/01/2025 00:00,13/01/2025 00:00,High
01/02/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,621,24,5,0,511,8204,"33,56",1095,08/02/2025 00:00,08/02/2025 00:00,High
01/03/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,594,24,5,414,538,8204,"33,56",1095,08/03/2025 00:00,17/03/2025 00:00,High
01/04/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,834,24,8,1598,284,8204,"33,56",1095,08/04/2025 00:00,13/04/2025 00:00,High
01/05/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,773,24,9,1395,973,8204,"33,56",1095,08/05/2025 00:00,07/05/2025 00:00,High
01/06/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,813,24,6,470,677,8204,"33,56",1095,08/06/2025 00:00,11/06/2025 00:00,High
01/07/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,769,24,9,1274,563,8204,"33,56",1095,08/07/2025 00:00,10/07/2025 00:00,High
01/08/2025 00:00,SKU0023,Intermediates Grade A,Intermediates,kg,649,24,8,130,519,8204,"33,56",1095,08/08/2025 00:00,12/08/2025 00:00,High
01/11/2024 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,97,46,4,25,79,8160,"30,69",540,08/11/2024 00:00,15/11/2024 00:00,Low
01/12/2024 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,85,46,7,127,52,8160,"30,69",540,08/12/2024 00:00,13/12/2024 00:00,Low
01/01/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,89,46,1,118,84,8160,"30,69",540,08/01/2025 00:00,18/01/2025 00:00,Low
01/02/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,85,46,12,127,48,8160,"30,69",540,08/02/2025 00:00,09/02/2025 00:00,Low
01/03/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,106,46,3,120,27,8160,"30,69",540,08/03/2025 00:00,05/03/2025 00:00,Low
01/04/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,133,46,11,127,66,8160,"30,69",540,08/04/2025 00:00,07/04/2025 00:00,Low
01/05/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,71,46,8,86,53,8160,"30,69",540,08/05/2025 00:00,14/05/2025 00:00,Low
01/06/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,83,46,8,54,89,8160,"30,69",540,08/06/2025 00:00,16/06/2025 00:00,Low
01/07/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,82,46,12,14,37,8160,"30,69",540,08/07/2025 00:00,12/07/2025 00:00,Low
01/08/2025 00:00,SKU0024,Intermediates Grade C,Intermediates,litre,92,46,4,0,63,8160,"30,69",540,08/08/2025 00:00,15/08/2025 00:00,Low
01/11/2024 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,705,23,7,1251,569,7435,"27,96",540,08/11/2024 00:00,10/11/2024 00:00,High
01/12/2024 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,715,23,4,608,652,7435,"27,96",540,08/12/2024 00:00,12/12/2024 00:00,High
01/01/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,838,23,6,2275,670,7435,"27,96",540,08/01/2025 00:00,13/01/2025 00:00,High
01/02/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,576,23,6,0,352,7435,"27,96",540,08/02/2025 00:00,08/02/2025 00:00,High
01/03/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,816,23,12,1181,449,7435,"27,96",540,08/03/2025 00:00,05/03/2025 00:00,High
01/04/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,893,23,10,56,688,7435,"27,96",540,08/04/2025 00:00,18/04/2025 00:00,High
01/05/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,860,23,7,25,479,7435,"27,96",540,08/05/2025 00:00,05/05/2025 00:00,High
01/06/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,798,23,9,542,249,7435,"27,96",540,08/06/2025 00:00,14/06/2025 00:00,High
01/07/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,838,23,3,649,328,7435,"27,96",540,08/07/2025 00:00,08/07/2025 00:00,High
01/08/2025 00:00,SKU0025,Intermediates Grade A,Intermediates,litre,937,23,4,467,830,7435,"27,96",540,08/08/2025 00:00,16/08/2025 00:00,High
01/11/2024 00:00,SKU0026,Packaging Grade B,Packaging,litre,227,52,7,123,58,6988,"0,5",365,08/11/2024 00:00,18/11/2024 00:00,Medium
01/12/2024 00:00,SKU0026,Packaging Grade B,Packaging,litre,254,52,6,50,135,6988,"0,5",365,08/12/2024 00:00,11/12/2024 00:00,Medium
01/01/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,190,52,7,200,161,6988,"0,5",365,08/01/2025 00:00,06/01/2025 00:00,Medium
01/02/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,169,52,10,124,187,6988,"0,5",365,08/02/2025 00:00,07/02/2025 00:00,Medium
01/03/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,206,52,8,40,128,6988,"0,5",365,08/03/2025 00:00,05/03/2025 00:00,Medium
01/04/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,191,52,3,319,100,6988,"0,5",365,08/04/2025 00:00,09/04/2025 00:00,Medium
01/05/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,224,52,8,328,187,6988,"0,5",365,08/05/2025 00:00,05/05/2025 00:00,Medium
01/06/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,194,52,3,2,98,6988,"0,5",365,08/06/2025 00:00,12/06/2025 00:00,Medium
01/07/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,108,52,5,80,87,6988,"0,5",365,08/07/2025 00:00,05/07/2025 00:00,Medium
01/08/2025 00:00,SKU0026,Packaging Grade B,Packaging,litre,214,52,4,279,185,6988,"0,5",365,08/08/2025 00:00,15/08/2025 00:00,Medium
01/11/2024 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,65,33,8,139,28,7771,"28,22",730,08/11/2024 00:00,05/11/2024 00:00,Low
01/12/2024 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,78,33,12,51,45,7771,"28,22",730,08/12/2024 00:00,06/12/2024 00:00,Low
01/01/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,37,33,2,46,38,7771,"28,22",730,08/01/2025 00:00,06/01/2025 00:00,Low
01/02/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,50,33,9,56,72,7771,"28,22",730,08/02/2025 00:00,16/02/2025 00:00,Low
01/03/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,52,33,9,20,68,7771,"28,22",730,08/03/2025 00:00,10/03/2025 00:00,Low
01/04/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,67,33,2,60,85,7771,"28,22",730,08/04/2025 00:00,11/04/2025 00:00,Low
01/05/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,67,33,7,93,0,7771,"28,22",730,,,Low
01/06/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,62,33,5,82,48,7771,"28,22",730,08/06/2025 00:00,05/06/2025 00:00,Low
01/07/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,71,33,11,88,51,7771,"28,22",730,08/07/2025 00:00,05/07/2025 00:00,Low
01/08/2025 00:00,SKU0027,Surfactants Grade A,Surfactants,kg,38,33,1,40,28,7771,"28,22",730,08/08/2025 00:00,07/08/2025 00:00,Low
01/11/2024 00:00,SKU0028,Solvents Grade A,Solvents,litre,135,19,5,0,99,913,"17,19",365,08/11/2024 00:00,18/11/2024 00:00,Low
01/12/2024 00:00,SKU0028,Solvents Grade A,Solvents,litre,115,19,2,0,0,913,"17,19",365,,,Low
01/01/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,143,19,4,56,90,913,"17,19",365,08/01/2025 00:00,09/01/2025 00:00,Low
01/02/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,133,19,4,131,152,913,"17,19",365,08/02/2025 00:00,16/02/2025 00:00,Low
01/03/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,132,19,7,46,78,913,"17,19",365,08/03/2025 00:00,14/03/2025 00:00,Low
01/04/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,117,19,7,72,86,913,"17,19",365,08/04/2025 00:00,10/04/2025 00:00,Low
01/05/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,175,19,8,220,171,913,"17,19",365,08/05/2025 00:00,11/05/2025 00:00,Low
01/06/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,103,19,7,182,102,913,"17,19",365,08/06/2025 00:00,08/06/2025 00:00,Low
01/07/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,157,19,4,150,169,913,"17,19",365,08/07/2025 00:00,11/07/2025 00:00,Low
01/08/2025 00:00,SKU0028,Solvents Grade A,Solvents,litre,185,19,6,284,200,913,"17,19",365,08/08/2025 00:00,15/08/2025 00:00,Low
01/11/2024 00:00,SKU0029,Packaging Grade C,Packaging,litre,126,56,3,101,107,6069,"15,42",540,08/11/2024 00:00,12/11/2024 00:00,Low
01/12/2024 00:00,SKU0029,Packaging Grade C,Packaging,litre,90,56,7,70,56,6069,"15,42",540,08/12/2024 00:00,15/12/2024 00:00,Low
01/01/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,100,56,9,68,50,6069,"15,42",540,08/01/2025 00:00,05/01/2025 00:00,Low
01/02/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,139,56,10,150,136,6069,"15,42",540,08/02/2025 00:00,10/02/2025 00:00,Low
01/03/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,112,56,10,98,25,6069,"15,42",540,08/03/2025 00:00,12/03/2025 00:00,Low
01/04/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,146,56,2,85,113,6069,"15,42",540,08/04/2025 00:00,09/04/2025 00:00,Low
01/05/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,132,56,11,350,112,6069,"15,42",540,08/05/2025 00:00,08/05/2025 00:00,Low
01/06/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,107,56,9,169,124,6069,"15,42",540,08/06/2025 00:00,06/06/2025 00:00,Low
01/07/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,157,56,11,317,111,6069,"15,42",540,08/07/2025 00:00,10/07/2025 00:00,Low
01/08/2025 00:00,SKU0029,Packaging Grade C,Packaging,litre,131,56,6,93,123,6069,"15,42",540,08/08/2025 00:00,10/08/2025 00:00,Low
01/11/2024 00:00,SKU0030,Solvents Grade C,Solvents,kg,187,27,6,175,145,6942,"23,57",1095,08/11/2024 00:00,15/11/2024 00:00,Medium
01/12/2024 00:00,SKU0030,Solvents Grade C,Solvents,kg,339,27,8,0,109,6942,"23,57",1095,08/12/2024 00:00,05/12/2024 00:00,Medium
01/01/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,282,27,3,246,259,6942,"23,57",1095,08/01/2025 00:00,13/01/2025 00:00,Medium
01/02/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,254,27,4,10,104,6942,"23,57",1095,08/02/2025 00:00,16/02/2025 00:00,Medium
01/03/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,208,27,7,121,189,6942,"23,57",1095,08/03/2025 00:00,15/03/2025 00:00,Medium
01/04/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,243,27,9,480,261,6942,"23,57",1095,08/04/2025 00:00,10/04/2025 00:00,Medium
01/05/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,247,27,8,310,309,6942,"23,57",1095,08/05/2025 00:00,17/05/2025 00:00,Medium
01/06/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,379,27,7,373,215,6942,"23,57",1095,08/06/2025 00:00,07/06/2025 00:00,Medium
01/07/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,259,27,6,24,180,6942,"23,57",1095,08/07/2025 00:00,08/07/2025 00:00,Medium
01/08/2025 00:00,SKU0030,Solvents Grade C,Solvents,kg,316,27,10,81,152,6942,"23,57",1095,08/08/2025 00:00,16/08/2025 00:00,Medium
01/11/2024 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,211,42,6,254,185,6718,"21,9",730,08/11/2024 00:00,15/11/2024 00:00,Low
01/12/2024 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,156,42,3,244,129,6718,"21,9",730,08/12/2024 00:00,08/12/2024 00:00,Low
01/01/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,145,42,6,214,130,6718,"21,9",730,08/01/2025 00:00,07/01/2025 00:00,Low
01/02/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,64,42,5,94,65,6718,"21,9",730,08/02/2025 00:00,14/02/2025 00:00,Low
01/03/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,214,42,10,234,236,6718,"21,9",730,08/03/2025 00:00,07/03/2025 00:00,Low
01/04/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,123,42,5,53,93,6718,"21,9",730,08/04/2025 00:00,07/04/2025 00:00,Low
01/05/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,153,42,5,151,185,6718,"21,9",730,08/05/2025 00:00,08/05/2025 00:00,Low
01/06/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,127,42,6,41,75,6718,"21,9",730,08/06/2025 00:00,11/06/2025 00:00,Low
01/07/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,159,42,6,0,135,6718,"21,9",730,08/07/2025 00:00,08/07/2025 00:00,Low
01/08/2025 00:00,SKU0031,Intermediates Grade A,Intermediates,kg,124,42,4,164,60,6718,"21,9",730,08/08/2025 00:00,13/08/2025 00:00,Low
01/11/2024 00:00,SKU0032,Solvents Grade C,Solvents,kg,399,15,6,0,363,3207,"15,73",730,08/11/2024 00:00,05/11/2024 00:00,Medium
01/12/2024 00:00,SKU0032,Solvents Grade C,Solvents,kg,253,15,5,293,105,3207,"15,73",730,08/12/2024 00:00,12/12/2024 00:00,Medium
01/01/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,287,15,3,364,281,3207,"15,73",730,08/01/2025 00:00,11/01/2025 00:00,Medium
01/02/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,364,15,1,139,443,3207,"15,73",730,08/02/2025 00:00,06/02/2025 00:00,Medium
01/03/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,353,15,5,285,359,3207,"15,73",730,08/03/2025 00:00,12/03/2025 00:00,Medium
01/04/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,268,15,14,291,172,3207,"15,73",730,08/04/2025 00:00,05/04/2025 00:00,Medium
01/05/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,255,15,5,337,200,3207,"15,73",730,08/05/2025 00:00,15/05/2025 00:00,Medium
01/06/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,369,15,9,280,502,3207,"15,73",730,08/06/2025 00:00,16/06/2025 00:00,Medium
01/07/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,292,15,8,170,147,3207,"15,73",730,08/07/2025 00:00,13/07/2025 00:00,Medium
01/08/2025 00:00,SKU0032,Solvents Grade C,Solvents,kg,283,15,7,194,33,3207,"15,73",730,08/08/2025 00:00,13/08/2025 00:00,Medium
01/11/2024 00:00,SKU0033,Solvents Grade A,Solvents,kg,425,28,8,308,0,9839,"28,97",365,,,Medium
01/12/2024 00:00,SKU0033,Solvents Grade A,Solvents,kg,460,28,8,428,118,9839,"28,97",365,08/12/2024 00:00,11/12/2024 00:00,Medium
01/01/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,433,28,5,892,263,9839,"28,97",365,08/01/2025 00:00,18/01/2025 00:00,Medium
01/02/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,505,28,9,518,201,9839,"28,97",365,08/02/2025 00:00,14/02/2025 00:00,Medium
01/03/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,488,28,14,99,504,9839,"28,97",365,08/03/2025 00:00,07/03/2025 00:00,Medium
01/04/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,528,28,7,0,170,9839,"28,97",365,08/04/2025 00:00,11/04/2025 00:00,Medium
01/05/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,501,28,8,317,503,9839,"28,97",365,08/05/2025 00:00,16/05/2025 00:00,Medium
01/06/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,394,28,8,36,422,9839,"28,97",365,08/06/2025 00:00,14/06/2025 00:00,Medium
01/07/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,523,28,9,604,304,9839,"28,97",365,08/07/2025 00:00,13/07/2025 00:00,Medium
01/08/2025 00:00,SKU0033,Solvents Grade A,Solvents,kg,421,28,4,495,122,9839,"28,97",365,08/08/2025 00:00,08/08/2025 00:00,Medium
01/11/2024 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,814,31,7,770,509,3677,"23,29",540,08/11/2024 00:00,16/11/2024 00:00,High
01/12/2024 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,964,31,7,412,1448,3677,"23,29",540,08/12/2024 00:00,05/12/2024 00:00,High
01/01/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,817,31,13,865,800,3677,"23,29",540,08/01/2025 00:00,06/01/2025 00:00,High
01/02/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,950,31,5,546,564,3677,"23,29",540,08/02/2025 00:00,05/02/2025 00:00,High
01/03/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,708,31,7,409,189,3677,"23,29",540,08/03/2025 00:00,18/03/2025 00:00,High
01/04/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,899,31,6,577,79,3677,"23,29",540,08/04/2025 00:00,16/04/2025 00:00,High
01/05/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,878,31,6,1109,120,3677,"23,29",540,08/05/2025 00:00,09/05/2025 00:00,High
01/06/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,652,31,2,314,505,3677,"23,29",540,08/06/2025 00:00,09/06/2025 00:00,High
01/07/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,598,31,13,0,407,3677,"23,29",540,08/07/2025 00:00,15/07/2025 00:00,High
01/08/2025 00:00,SKU0034,Intermediates Grade A,Intermediates,kg,959,31,8,328,770,3677,"23,29",540,08/08/2025 00:00,11/08/2025 00:00,High
01/11/2024 00:00,SKU0035,Packaging Grade B,Packaging,kg,510,29,13,0,389,1713,"2,9",1095,08/11/2024 00:00,13/11/2024 00:00,High
01/12/2024 00:00,SKU0035,Packaging Grade B,Packaging,kg,684,29,5,558,609,1713,"2,9",1095,08/12/2024 00:00,13/12/2024 00:00,High
01/01/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,771,29,8,861,267,1713,"2,9",1095,08/01/2025 00:00,07/01/2025 00:00,High
